,hospital_code,hospital_name,date_month,triage_cat,emergency_attendances,median_waiting_min,color_code,number_within_time,percent_within_time,number_not_wait,percent_not_wait,number_inbed,percent_inbed,empty,number_inbed_within_4,percent_inbed_within_4
1867,135,Emerald Hospital,2022-03-01,3,254,18.5,1,170,69.11,8,3.15,46,18.11,-,32,69.57
1868,135,Emerald Hospital,2022-03-01,4,360,33.0,3,236,70.45,18,5.0,12,3.33,-,12,100.0
1869,135,Emerald Hospital,2022-03-01,5,74,34.0,3,46,86.79,2,2.7,3,4.05,-,3,100.0
1870,136,Gladstone Hospital,2022-03-01,1,5,0.0,0,5,100.0,0,0.0,3,60.0,-,2,66.67
1871,136,Gladstone Hospital,2022-03-01,2,149,5.0,1,124,83.22,0,0.0,38,25.5,-,13,34.21
1872,136,Gladstone Hospital,2022-03-01,3,633,16.0,1,473,76.41,13,2.05,56,8.85,-,5,8.93
1873,136,Gladstone Hospital,2022-03-01,4,858,22.0,1,679,84.35,44,5.13,31,3.61,-,9,29.03
1874,136,Gladstone Hospital,2022-03-01,5,85,18.0,1,73,96.05,6,7.06,0,0.0,-,0,
1875,139,Mount Morgan Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
1876,139,Mount Morgan Hospital,2022-03-01,2,2,12.5,0,1,50.0,0,0.0,0,0.0,-,0,
1877,139,Mount Morgan Hospital,2022-03-01,3,46,5.0,1,44,100.0,0,0.0,2,4.35,-,2,100.0
1878,139,Mount Morgan Hospital,2022-03-01,4,51,3.0,1,49,100.0,0,0.0,0,0.0,-,0,
1879,139,Mount Morgan Hospital,2022-03-01,5,35,0.0,1,35,100.0,0,0.0,0,0.0,-,0,
1880,140,Moura Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
1881,140,Moura Hospital,2022-03-01,2,4,0.0,0,4,100.0,0,0.0,0,0.0,-,0,
1882,140,Moura Hospital,2022-03-01,3,13,0.0,1,13,100.0,0,0.0,1,7.69,-,1,100.0
1883,140,Moura Hospital,2022-03-01,4,35,0.0,1,34,100.0,0,0.0,1,2.86,-,1,100.0
1884,140,Moura Hospital,2022-03-01,5,45,0.0,1,42,100.0,0,0.0,0,0.0,-,0,
1885,141,Rockhampton Hospital,2022-03-01,1,7,0.0,0,7,100.0,0,0.0,4,57.14,-,4,100.0
1886,141,Rockhampton Hospital,2022-03-01,2,190,9.0,1,110,58.82,0,0.0,75,39.47,-,36,48.0
1887,141,Rockhampton Hospital,2022-03-01,3,976,27.0,2,497,54.74,37,3.79,193,19.77,-,73,37.82
1888,141,Rockhampton Hospital,2022-03-01,4,927,27.0,2,602,74.05,87,9.39,51,5.5,-,22,43.14
1889,141,Rockhampton Hospital,2022-03-01,5,47,23.5,2,36,90.0,1,2.13,0,0.0,-,0,
1890,142,Springsure Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
1891,142,Springsure Hospital,2022-03-01,2,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
1892,142,Springsure Hospital,2022-03-01,3,11,0.0,1,11,100.0,0,0.0,1,9.09,-,1,100.0
1893,142,Springsure Hospital,2022-03-01,4,25,0.0,1,22,100.0,1,4.0,0,0.0,-,0,
1894,142,Springsure Hospital,2022-03-01,5,16,0.0,1,14,100.0,0,0.0,0,0.0,-,0,
1895,144,Capricorn Coast Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
1896,144,Capricorn Coast Hospital,2022-03-01,2,53,4.0,1,46,88.46,0,0.0,1,1.89,-,0,0.0
1897,144,Capricorn Coast Hospital,2022-03-01,3,281,16.0,1,200,74.63,13,4.63,1,0.36,-,0,0.0
1898,144,Capricorn Coast Hospital,2022-03-01,4,445,21.5,1,316,79.8,31,6.97,1,0.22,-,1,100.0
1899,144,Capricorn Coast Hospital,2022-03-01,5,37,18.0,1,26,92.86,3,8.11,0,0.0,-,0,
1900,145,Woorabinda Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
1901,145,Woorabinda Hospital,2022-03-01,2,2,2.5,0,2,100.0,0,0.0,0,0.0,-,0,
1902,145,Woorabinda Hospital,2022-03-01,3,131,0.0,1,125,96.15,1,0.76,5,3.82,-,3,60.0
1903,145,Woorabinda Hospital,2022-03-01,4,67,0.0,1,65,100.0,2,2.99,0,0.0,-,0,
1904,145,Woorabinda Hospital,2022-03-01,5,52,0.0,1,50,100.0,1,1.92,0,0.0,-,0,
1905,152,Barcaldine Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
1906,152,Barcaldine Hospital,2022-03-01,2,2,23.5,0,1,50.0,0,0.0,0,0.0,-,0,
1907,152,Barcaldine Hospital,2022-03-01,3,12,0.0,1,10,83.33,0,0.0,2,16.67,-,2,100.0
1908,152,Barcaldine Hospital,2022-03-01,4,39,0.0,1,38,97.44,0,0.0,0,0.0,-,0,
1909,152,Barcaldine Hospital,2022-03-01,5,11,0.0,1,10,100.0,1,9.09,0,0.0,-,0,
1910,153,Blackall Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
1911,153,Blackall Hospital,2022-03-01,2,5,1.0,0,5,100.0,0,0.0,3,60.0,-,3,100.0
1912,153,Blackall Hospital,2022-03-01,3,11,0.0,1,11,100.0,0,0.0,3,27.27,-,2,66.67
1913,153,Blackall Hospital,2022-03-01,4,26,0.0,1,23,95.83,1,3.85,3,11.54,-,3,100.0
1914,153,Blackall Hospital,2022-03-01,5,16,0.0,1,12,92.31,0,0.0,0,0.0,-,0,
1915,156,Longreach Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
1916,156,Longreach Hospital,2022-03-01,2,4,0.0,0,4,100.0,0,0.0,1,25.0,-,1,100.0
1917,156,Longreach Hospital,2022-03-01,3,32,1.0,1,31,96.88,0,0.0,3,9.38,-,3,100.0
1918,156,Longreach Hospital,2022-03-01,4,54,2.0,1,53,100.0,0,0.0,1,1.85,-,1,100.0
1919,156,Longreach Hospital,2022-03-01,5,63,2.0,1,52,98.11,1,1.59,0,0.0,-,0,
1920,159,Winton Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
1921,159,Winton Hospital,2022-03-01,2,0,,0,0,,0,,0,,-,0,
1922,159,Winton Hospital,2022-03-01,3,4,2.5,0,4,100.0,0,0.0,0,0.0,-,0,
1923,159,Winton Hospital,2022-03-01,4,16,0.0,1,16,100.0,0,0.0,0,0.0,-,0,
1924,159,Winton Hospital,2022-03-01,5,6,0.0,0,6,100.0,0,0.0,0,0.0,-,0,
1925,171,Clermont Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
1926,171,Clermont Hospital,2022-03-01,2,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
1927,171,Clermont Hospital,2022-03-01,3,24,0.0,1,22,91.67,0,0.0,4,16.67,-,3,75.0
1928,171,Clermont Hospital,2022-03-01,4,71,0.0,1,68,98.55,1,1.41,1,1.41,-,0,0.0
1929,171,Clermont Hospital,2022-03-01,5,89,0.0,1,75,100.0,6,6.74,1,1.12,-,1,100.0
1930,172,Mackay Base Hospital,2022-03-01,1,7,0.0,0,7,100.0,0,0.0,5,71.43,-,2,40.0
1931,172,Mackay Base Hospital,2022-03-01,2,225,9.0,1,209,92.89,0,0.0,105,46.67,-,35,33.33
1932,172,Mackay Base Hospital,2022-03-01,3,1059,17.0,1,780,76.55,40,3.78,198,18.7,-,60,30.3
1933,172,Mackay Base Hospital,2022-03-01,4,634,18.0,1,542,89.44,28,4.42,26,4.1,-,8,30.77
1934,172,Mackay Base Hospital,2022-03-01,5,84,10.5,1,74,97.37,6,7.14,2,2.38,-,2,100.0
1935,173,Moranbah Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
1936,173,Moranbah Hospital,2022-03-01,2,14,0.0,1,14,100.0,0,0.0,1,7.14,-,1,100.0
1937,173,Moranbah Hospital,2022-03-01,3,75,0.0,1,75,100.0,0,0.0,3,4.0,-,2,66.67
1938,173,Moranbah Hospital,2022-03-01,4,115,0.0,1,113,100.0,2,1.74,0,0.0,-,0,
1939,173,Moranbah Hospital,2022-03-01,5,227,4.0,1,209,100.0,0,0.0,0,0.0,-,0,
1940,174,Proserpine Hospital,2022-03-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
1941,174,Proserpine Hospital,2022-03-01,2,37,4.0,1,29,78.38,0,0.0,8,21.62,-,6,75.0
1942,174,Proserpine Hospital,2022-03-01,3,191,12.0,1,178,93.68,1,0.52,17,8.9,-,10,58.82
1943,174,Proserpine Hospital,2022-03-01,4,339,16.0,1,300,92.02,11,3.24,8,2.36,-,6,75.0
1944,174,Proserpine Hospital,2022-03-01,5,522,1.0,1,502,97.86,1,0.19,1,0.19,-,1,100.0
1945,175,Sarina Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
1946,175,Sarina Hospital,2022-03-01,2,8,2.5,0,7,87.5,0,0.0,0,0.0,-,0,
1947,175,Sarina Hospital,2022-03-01,3,54,10.0,1,31,72.09,0,0.0,0,0.0,-,0,
1948,175,Sarina Hospital,2022-03-01,4,132,10.0,1,106,93.81,2,1.52,0,0.0,-,0,
1949,175,Sarina Hospital,2022-03-01,5,165,10.0,1,149,98.68,2,1.21,1,0.61,-,1,100.0
1950,176,Dysart Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
1951,176,Dysart Hospital,2022-03-01,2,3,0.0,0,3,100.0,0,0.0,0,0.0,-,0,
1952,176,Dysart Hospital,2022-03-01,3,25,1.0,1,23,92.0,0,0.0,3,12.0,-,1,33.33
1953,176,Dysart Hospital,2022-03-01,4,37,3.5,1,35,97.22,1,2.7,1,2.7,-,1,100.0
1954,176,Dysart Hospital,2022-03-01,5,97,0.0,1,97,100.0,0,0.0,0,0.0,-,0,
1955,191,Ayr Hospital,2022-03-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
1956,191,Ayr Hospital,2022-03-01,2,13,0.0,1,12,92.31,0,0.0,1,7.69,-,1,100.0
1957,191,Ayr Hospital,2022-03-01,3,103,0.0,1,97,95.1,1,0.97,9,8.74,-,7,77.78
1958,191,Ayr Hospital,2022-03-01,4,318,0.0,1,309,99.04,3,0.94,0,0.0,-,0,
1959,191,Ayr Hospital,2022-03-01,5,45,0.0,1,42,100.0,1,2.22,0,0.0,-,0,
1960,192,Bowen Hospital,2022-03-01,1,4,0.0,0,4,100.0,0,0.0,1,25.0,-,1,100.0
1961,192,Bowen Hospital,2022-03-01,2,19,0.0,1,17,94.44,1,5.26,1,5.26,-,1,100.0
1962,192,Bowen Hospital,2022-03-01,3,116,0.0,1,104,96.3,4,3.45,7,6.03,-,6,85.71
1963,192,Bowen Hospital,2022-03-01,4,254,0.0,1,229,99.57,7,2.76,4,1.57,-,2,50.0
1964,192,Bowen Hospital,2022-03-01,5,99,0.0,1,90,100.0,1,1.01,0,0.0,-,0,
1965,193,Charters Towers Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
1966,193,Charters Towers Hospital,2022-03-01,2,9,0.0,0,9,100.0,0,0.0,2,22.22,-,2,100.0
1967,193,Charters Towers Hospital,2022-03-01,3,73,8.0,1,68,94.44,1,1.37,5,6.85,-,5,100.0
1968,193,Charters Towers Hospital,2022-03-01,4,188,7.0,1,176,96.17,4,2.13,4,2.13,-,4,100.0
1969,193,Charters Towers Hospital,2022-03-01,5,60,7.0,1,53,100.0,0,0.0,0,0.0,-,0,
1970,196,Ingham Hospital,2022-03-01,1,1,0.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
1971,196,Ingham Hospital,2022-03-01,2,7,0.0,0,6,85.71,0,0.0,0,0.0,-,0,
1972,196,Ingham Hospital,2022-03-01,3,62,5.0,1,49,79.03,0,0.0,7,11.29,-,6,85.71
1973,196,Ingham Hospital,2022-03-01,4,133,2.0,1,115,90.55,5,3.76,5,3.76,-,4,80.0
1974,196,Ingham Hospital,2022-03-01,5,47,0.0,1,33,100.0,3,6.38,0,0.0,-,0,
1975,197,Joyce Palmer Health Service,2022-03-01,1,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
1976,197,Joyce Palmer Health Service,2022-03-01,2,8,2.0,0,8,100.0,0,0.0,4,50.0,-,4,100.0
1977,197,Joyce Palmer Health Service,2022-03-01,3,166,3.0,1,151,91.52,1,0.6,17,10.24,-,17,100.0
1978,197,Joyce Palmer Health Service,2022-03-01,4,49,3.0,1,46,97.87,2,4.08,0,0.0,-,0,
1979,197,Joyce Palmer Health Service,2022-03-01,5,44,2.0,1,38,97.44,2,4.55,1,2.27,-,1,100.0
1980,200,Townsville University Hospital,2022-03-01,1,22,0.0,1,22,100.0,0,0.0,14,63.64,-,10,71.43
1981,200,Townsville University Hospital,2022-03-01,2,359,6.0,1,282,78.55,0,0.0,162,45.13,-,94,58.02
1982,200,Townsville University Hospital,2022-03-01,3,1702,17.0,1,1169,70.21,34,2.0,298,17.51,-,130,43.62
1983,200,Townsville University Hospital,2022-03-01,4,1544,24.0,2,1229,82.71,53,3.43,132,8.55,-,68,51.52
1984,200,Townsville University Hospital,2022-03-01,5,72,19.0,1,67,97.1,0,0.0,3,4.17,-,3,100.0
1985,201,Royal Brisbane & Women's Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
1986,201,Royal Brisbane & Women's Hospital,2022-03-01,2,16,11.0,1,8,50.0,0,0.0,1,6.25,-,0,0.0
1987,201,Royal Brisbane & Women's Hospital,2022-03-01,3,74,17.0,1,57,79.17,0,0.0,4,5.41,-,2,50.0
1988,201,Royal Brisbane & Women's Hospital,2022-03-01,4,26,23.0,2,22,84.62,0,0.0,0,0.0,-,0,
1989,201,Royal Brisbane & Women's Hospital,2022-03-01,5,157,14.0,1,155,100.0,2,1.27,0,0.0,-,0,
1990,202,Queensland Children's Hospital,2022-03-01,1,62,1.0,1,61,100.0,0,0.0,55,88.71,-,30,54.55
1991,202,Queensland Children's Hospital,2022-03-01,2,1837,7.0,1,1585,86.42,0,0.0,1086,59.12,-,532,48.99
1992,202,Queensland Children's Hospital,2022-03-01,3,5022,12.0,1,4016,81.2,59,1.17,1434,28.55,-,544,37.94
1993,202,Queensland Children's Hospital,2022-03-01,4,7543,13.0,1,6558,89.12,162,2.15,921,12.21,-,359,38.98
1994,202,Queensland Children's Hospital,2022-03-01,5,1205,19.0,1,1106,96.26,46,3.82,63,5.23,-,26,41.27
1995,211,Atherton Hospital,2022-03-01,1,1,1.0,0,1,100.0,0,0.0,1,100.0,-,1,100.0
1996,211,Atherton Hospital,2022-03-01,2,27,6.0,1,21,77.78,0,0.0,13,48.15,-,7,53.85
1997,211,Atherton Hospital,2022-03-01,3,154,23.0,2,95,62.5,2,1.3,14,9.09,-,7,50.0
1998,211,Atherton Hospital,2022-03-01,4,355,32.5,3,223,70.57,27,7.61,3,0.85,-,1,33.33
1999,211,Atherton Hospital,2022-03-01,5,80,12.0,1,58,95.08,8,10.0,1,1.25,-,1,100.0
2000,212,Babinda Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
2001,212,Babinda Hospital,2022-03-01,2,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
2002,212,Babinda Hospital,2022-03-01,3,8,0.0,0,8,100.0,0,0.0,0,0.0,-,0,
2003,212,Babinda Hospital,2022-03-01,4,42,0.0,1,41,100.0,0,0.0,0,0.0,-,0,
2004,212,Babinda Hospital,2022-03-01,5,94,0.0,1,85,100.0,0,0.0,0,0.0,-,0,
2005,213,Bamaga Hospital,2022-03-01,1,2,0.0,0,1,100.0,0,0.0,1,50.0,-,1,100.0
2006,213,Bamaga Hospital,2022-03-01,2,5,0.0,0,5,100.0,0,0.0,1,20.0,-,1,100.0
2007,213,Bamaga Hospital,2022-03-01,3,38,7.0,1,31,83.78,1,2.63,5,13.16,-,5,100.0
2008,213,Bamaga Hospital,2022-03-01,4,97,15.0,1,85,95.51,4,4.12,4,4.12,-,4,100.0
2009,213,Bamaga Hospital,2022-03-01,5,62,16.0,1,58,100.0,1,1.61,0,0.0,-,0,
2010,214,Cairns Hospital,2022-03-01,1,21,0.0,1,21,100.0,0,0.0,18,85.71,-,8,44.44
2011,214,Cairns Hospital,2022-03-01,2,365,10.0,1,200,55.1,1,0.27,168,46.03,-,56,33.33
2012,214,Cairns Hospital,2022-03-01,3,1549,21.0,1,972,64.8,41,2.65,334,21.56,-,103,30.84
2013,214,Cairns Hospital,2022-03-01,4,1049,29.0,2,759,75.0,36,3.43,92,8.77,-,32,34.78
2014,214,Cairns Hospital,2022-03-01,5,94,35.0,3,82,92.13,4,4.26,8,8.51,-,2,25.0
2015,216,Cooktown Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
2016,216,Cooktown Hospital,2022-03-01,2,15,0.0,1,15,100.0,0,0.0,6,40.0,-,6,100.0
2017,216,Cooktown Hospital,2022-03-01,3,56,5.0,1,54,96.43,0,0.0,8,14.29,-,8,100.0
2018,216,Cooktown Hospital,2022-03-01,4,145,15.0,1,135,96.43,3,2.07,6,4.14,-,6,100.0
2019,216,Cooktown Hospital,2022-03-01,5,73,14.0,1,62,98.41,0,0.0,0,0.0,-,0,
2020,222,Innisfail Hospital,2022-03-01,1,3,0.0,0,2,66.67,0,0.0,2,66.67,-,1,50.0
2021,222,Innisfail Hospital,2022-03-01,2,25,5.0,1,19,76.0,0,0.0,11,44.0,-,6,54.55
2022,222,Innisfail Hospital,2022-03-01,3,135,25.0,2,76,58.02,3,2.22,25,18.52,-,15,60.0
2023,222,Innisfail Hospital,2022-03-01,4,283,37.0,3,185,71.71,23,8.13,16,5.65,-,8,50.0
2024,222,Innisfail Hospital,2022-03-01,5,173,13.0,1,134,95.71,7,4.05,4,2.31,-,3,75.0
2025,223,Mareeba Hospital,2022-03-01,1,6,0.0,0,6,100.0,0,0.0,1,16.67,-,0,0.0
2026,223,Mareeba Hospital,2022-03-01,2,53,7.0,1,42,79.25,0,0.0,7,13.21,-,4,57.14
2027,223,Mareeba Hospital,2022-03-01,3,225,17.0,1,172,77.13,2,0.89,17,7.56,-,12,70.59
2028,223,Mareeba Hospital,2022-03-01,4,324,22.0,1,258,83.77,12,3.7,4,1.23,-,2,50.0
2029,223,Mareeba Hospital,2022-03-01,5,176,15.0,1,149,93.71,7,3.98,0,0.0,-,0,
2030,224,Mossman Hospital,2022-03-01,1,4,0.0,0,4,100.0,0,0.0,0,0.0,-,0,
2031,224,Mossman Hospital,2022-03-01,2,22,8.0,1,14,66.67,0,0.0,2,9.09,-,0,0.0
2032,224,Mossman Hospital,2022-03-01,3,115,29.0,2,61,54.46,2,1.74,6,5.22,-,3,50.0
2033,224,Mossman Hospital,2022-03-01,4,216,40.0,3,146,74.87,19,8.8,3,1.39,-,1,33.33
2034,224,Mossman Hospital,2022-03-01,5,68,35.0,3,48,90.57,3,4.41,0,0.0,-,0,
2035,226,Thursday Island Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
2036,226,Thursday Island Hospital,2022-03-01,2,10,0.0,1,10,100.0,0,0.0,3,30.0,-,3,100.0
2037,226,Thursday Island Hospital,2022-03-01,3,60,0.0,1,60,100.0,0,0.0,13,21.67,-,10,76.92
2038,226,Thursday Island Hospital,2022-03-01,4,108,5.0,1,104,100.0,1,0.93,10,9.26,-,7,70.0
2039,226,Thursday Island Hospital,2022-03-01,5,93,1.0,1,83,100.0,0,0.0,4,4.3,-,4,100.0
2040,227,Tully Hospital,2022-03-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
2041,227,Tully Hospital,2022-03-01,2,19,0.0,1,16,84.21,0,0.0,2,10.53,-,2,100.0
2042,227,Tully Hospital,2022-03-01,3,94,0.0,1,87,93.55,1,1.06,8,8.51,-,7,87.5
2043,227,Tully Hospital,2022-03-01,4,168,0.0,1,151,93.79,2,1.19,0,0.0,-,0,
2044,227,Tully Hospital,2022-03-01,5,26,6.5,1,17,94.44,0,0.0,0,0.0,-,0,
2045,228,Weipa Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
2046,228,Weipa Hospital,2022-03-01,2,8,1.5,0,8,100.0,0,0.0,4,50.0,-,4,100.0
2047,228,Weipa Hospital,2022-03-01,3,66,15.0,1,56,87.5,0,0.0,12,18.18,-,12,100.0
2048,228,Weipa Hospital,2022-03-01,4,185,20.0,1,157,87.71,2,1.08,9,4.86,-,7,77.78
2049,228,Weipa Hospital,2022-03-01,5,122,16.0,1,105,99.06,4,3.28,4,3.28,-,4,100.0
2050,243,Cloncurry Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
2051,243,Cloncurry Hospital,2022-03-01,2,10,0.5,1,10,100.0,0,0.0,5,50.0,-,5,100.0
2052,243,Cloncurry Hospital,2022-03-01,3,44,7.0,1,40,93.02,1,2.27,5,11.36,-,4,80.0
2053,243,Cloncurry Hospital,2022-03-01,4,85,9.0,1,80,98.77,0,0.0,3,3.53,-,2,66.67
2054,243,Cloncurry Hospital,2022-03-01,5,38,15.0,1,29,100.0,1,2.63,1,2.63,-,1,100.0
2055,245,Julia Creek Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
2056,245,Julia Creek Hospital,2022-03-01,2,5,0.0,0,5,100.0,0,0.0,0,0.0,-,0,
2057,245,Julia Creek Hospital,2022-03-01,3,6,3.0,0,5,83.33,0,0.0,0,0.0,-,0,
2058,245,Julia Creek Hospital,2022-03-01,4,6,34.0,0,5,83.33,0,0.0,0,0.0,-,0,
2059,245,Julia Creek Hospital,2022-03-01,5,12,0.0,1,11,100.0,0,0.0,0,0.0,-,0,
2060,246,Mount Isa Base Hospital,2022-03-01,1,2,0.5,0,2,100.0,0,0.0,2,100.0,-,0,0.0
2061,246,Mount Isa Base Hospital,2022-03-01,2,76,5.5,1,64,84.21,0,0.0,31,40.79,-,13,41.94
2062,246,Mount Isa Base Hospital,2022-03-01,3,474,16.0,1,332,72.81,11,2.32,74,15.61,-,23,31.08
2063,246,Mount Isa Base Hospital,2022-03-01,4,623,29.0,2,415,75.73,49,7.87,36,5.78,-,22,61.11
2064,246,Mount Isa Base Hospital,2022-03-01,5,41,30.0,2,31,100.0,2,4.88,5,12.2,-,4,80.0
2065,247,Normanton Hospital,2022-03-01,1,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
2066,247,Normanton Hospital,2022-03-01,2,4,0.0,0,4,100.0,0,0.0,1,25.0,-,1,100.0
2067,247,Normanton Hospital,2022-03-01,3,50,0.0,1,48,97.96,1,2.0,5,10.0,-,5,100.0
2068,247,Normanton Hospital,2022-03-01,4,57,0.0,1,46,97.87,3,5.26,2,3.51,-,1,50.0
2069,247,Normanton Hospital,2022-03-01,5,94,0.0,1,86,100.0,1,1.06,0,0.0,-,0,
2070,249,Mornington Island Hospital,2022-03-01,1,0,,0,0,,0,,0,,-,0,
2071,249,Mornington Island Hospital,2022-03-01,2,1,0.0,0,1,100.0,0,0.0,0,0.0,-,0,
2072,249,Mornington Island Hospital,2022-03-01,3,35,0.0,1,34,100.0,1,2.86,2,5.71,-,2,100.0
2073,249,Mornington Island Hospital,2022-03-01,4,146,1.0,1,141,99.3,1,0.68,0,0.0,-,0,
2074,249,Mornington Island Hospital,2022-03-01,5,35,0.0,1,34,97.14,0,0.0,0,0.0,-,0,
2075,252,Doomadgee Hospital,2022-03-01,1,2,0.0,0,2,100.0,0,0.0,0,0.0,-,0,
2076,252,Doomadgee Hospital,2022-03-01,2,13,0.0,1,13,100.0,0,0.0,0,0.0,-,0,
2077,252,Doomadgee Hospital,2022-03-01,3,203,5.0,1,185,95.85,4,1.97,4,1.97,-,3,75.0
2078,252,Doomadgee Hospital,2022-03-01,4,199,6.0,1,173,100.0,14,7.04,0,0.0,-,0,
2079,252,Doomadgee Hospital,2022-03-01,5,91,4.0,1,76,100.0,4,4.4,0,0.0,-,0,
2080,934,Robina Hospital,2022-03-01,1,5,2.0,0,5,100.0,0,0.0,0,0.0,-,0,
2081,934,Robina Hospital,2022-03-01,2,265,10.0,1,143,53.96,0,0.0,50,18.87,-,38,76.0
2082,934,Robina Hospital,2022-03-01,3,871,16.0,1,639,76.99,37,4.25,69,7.92,-,44,63.77
2083,934,Robina Hospital,2022-03-01,4,1837,2.0,1,1701,95.29,48,2.61,12,0.65,-,8,66.67
2084,934,Robina Hospital,2022-03-01,5,35,15.0,1,31,93.94,2,5.71,0,0.0,-,0,
2085,936,Gold Coast University Hospital,2022-03-01,1,30,2.0,1,30,100.0,0,0.0,25,83.33,-,15,60.0
2086,936,Gold Coast University Hospital,2022-03-01,2,1163,9.0,1,641,55.88,11,0.95,446,38.35,-,206,46.19
2087,936,Gold Coast University Hospital,2022-03-01,3,3312,15.0,1,2321,74.15,173,5.22,762,23.01,-,345,45.28
2088,936,Gold Coast University Hospital,2022-03-01,4,3101,5.0,1,2767,92.85,112,3.61,124,4.0,-,54,43.55
2089,936,Gold Coast University Hospital,2022-03-01,5,53,20.0,1,49,100.0,4,7.55,2,3.77,-,2,100.0
2090,99999,Queensland,2022-03-01,1,333,0.0,1,329,99.4,0,0.0,204,61.26,-,114,55.88
2091,99999,Queensland,2022-03-01,2,10875,8.0,1,7606,70.26,28,0.26,4265,39.22,-,2167,50.81
2092,99999,Queensland,2022-03-01,3,37769,16.0,1,26117,71.43,1058,2.8,6490,17.18,-,2829,43.59
2093,99999,Queensland,2022-03-01,4,41813,15.0,1,33639,84.67,1701,4.07,2225,5.32,-,1009,45.35
2094,99999,Queensland,2022-03-01,5,8584,10.0,1,7467,97.1,311,3.62,146,1.7,-,86,58.9
2095,1,Mater Hospital Brisbane Public,2021-12-01,1,0,,0,0,,0,,0,,-,0,
2096,1,Mater Hospital Brisbane Public,2021-12-01,2,2,0.5,0,2,100.0,0,0.0,0,0.0,-,0,
2097,1,Mater Hospital Brisbane Public,2021-12-01,3,4,39.0,0,1,33.33,1,25.0,1,25.0,-,0,0.0
2098,1,Mater Hospital Brisbane Public,2021-12-01,4,0,,0,0,,0,,0,,-,0,
2099,1,Mater Hospital Brisbane Public,2021-12-01,5,0,,0,0,,0,,0,,-,0,
2100,4,The Prince Charles Hospital,2021-12-01,1,16,0.0,1,16,100.0,0,0.0,10,62.5,-,6,60.0
2101,4,The Prince Charles Hospital,2021-12-01,2,852,6.0,1,735,86.27,0,0.0,344,40.38,-,230,66.86
2102,4,The Prince Charles Hospital,2021-12-01,3,1715,26.0,2,967,57.25,22,1.28,387,22.57,-,217,56.07
2103,4,The Prince Charles Hospital,2021-12-01,4,4419,34.0,3,3099,72.34,123,2.78,223,5.05,-,123,55.16
2104,4,The Prince Charles Hospital,2021-12-01,5,1457,18.0,1,1309,92.38,31,2.13,11,0.75,-,5,45.45
2105,11,Princess Alexandra Hospital,2021-12-01,1,1,1.0,0,1,100.0,0,0.0,0,0.0,-,0,
2106,11,Princess Alexandra Hospital,2021-12-01,2,10,8.5,1,6,60.0,0,0.0,0,0.0,-,0,
2107,11,Princess Alexandra Hospital,2021-12-01,3,18,5.5,1,17,94.44,0,0.0,0,0.0,-,0,
2108,11,Princess Alexandra Hospital,2021-12-01,4,9,10.0,0,9,100.0,0,0.0,0,0.0,-,0,
2109,11,Princess Alexandra Hospital,2021-12-01,5,3,6.0,0,3,100.0,0,0.0,0,0.0,-,0,
2110,15,Ipswich Hospital,2021-12-01,1,13,0.0,1,13,100.0,0,0.0,10,76.92,-,5,50.0
2111,15,Ipswich Hospital,2021-12-01,2,708,10.0,1,355,50.14,0,0.0,405,57.2,-,264,65.19
2112,15,Ipswich Hospital,2021-12-01,3,2138,19.0,1,1457,69.28,34,1.59,678,31.71,-,500,73.75
2113,15,Ipswich Hospital,2021-12-01,4,838,23.0,2,657,80.81,23,2.74,89,10.62,-,64,71.91
2114,15,Ipswich Hospital,2021-12-01,5,84,34.0,3,73,89.02,2,2.38,5,5.95,-,5,100.0
